home_geo_id,work_geo_id,commuter_count,net_commute_flow,data_year,source
2.40276E+11,10,0,-851,2022,LEHD LODES8 OD
2.40276E+11,11,4,-851,2022,LEHD LODES8 OD
2.40276E+11,12,2,-851,2022,LEHD LODES8 OD
2.40276E+11,14,2,-851,2022,LEHD LODES8 OD
2.40276E+11,2,116,-851,2022,LEHD LODES8 OD
2.40276E+11,3,94,-851,2022,LEHD LODES8 OD
2.40276E+11,4,36,-851,2022,LEHD LODES8 OD
2.40276E+11,5,10,-851,2022,LEHD LODES8 OD
2.40276E+11,6,32,-851,2022,LEHD LODES8 OD
2.40276E+11,7,1,-851,2022,LEHD LODES8 OD
2.40276E+11,8,25,-851,2022,LEHD LODES8 OD
2.40276E+11,9,0,-851,2022,LEHD LODES8 OD
2.40276E+11,1,560,-718,2022,LEHD LODES8 OD
2.40276E+11,2,110,-718,2022,LEHD LODES8 OD
2.40276E+11,3,28,-718,2022,LEHD LODES8 OD
2.40276E+11,4,20,-718,2022,LEHD LODES8 OD
2.40276E+11,5,0,-718,2022,LEHD LODES8 OD
2.40276E+11,7,0,-718,2022,LEHD LODES8 OD
2.40276E+11,1,745,-885,2022,LEHD LODES8 OD
2.40276E+11,2,76,-885,2022,LEHD LODES8 OD
2.40276E+11,3,36,-885,2022,LEHD LODES8 OD
2.40276E+11,4,20,-885,2022,LEHD LODES8 OD
2.40276E+11,5,8,-885,2022,LEHD LODES8 OD
2.40276E+11,6,0,-885,2022,LEHD LODES8 OD
2.40276E+11,7,0,-885,2022,LEHD LODES8 OD
2.40276E+11,1,490,-622,2022,LEHD LODES8 OD
2.40276E+11,2,72,-622,2022,LEHD LODES8 OD
2.40276E+11,3,42,-622,2022,LEHD LODES8 OD
2.40276E+11,4,10,-622,2022,LEHD LODES8 OD
2.40276E+11,5,7,-622,2022,LEHD LODES8 OD
2.40276E+11,6,1,-622,2022,LEHD LODES8 OD
2.40276E+11,7,0,-622,2022,LEHD LODES8 OD
2.40276E+11,1,266,-348,2022,LEHD LODES8 OD
2.40276E+11,2,54,-348,2022,LEHD LODES8 OD
2.40276E+11,3,10,-348,2022,LEHD LODES8 OD
2.40276E+11,4,9,-348,2022,LEHD LODES8 OD
2.40276E+11,5,9,-348,2022,LEHD LODES8 OD
2.40276E+11,6,0,-348,2022,LEHD LODES8 OD
2.40276E+11,7,0,-348,2022,LEHD LODES8 OD
2.40276E+11,1,566,-706,2022,LEHD LODES8 OD
2.40276E+11,10,6,-706,2022,LEHD LODES8 OD
2.40276E+11,11,8,-706,2022,LEHD LODES8 OD
2.40276E+11,2,84,-706,2022,LEHD LODES8 OD
2.40276E+11,3,16,-706,2022,LEHD LODES8 OD
2.40276E+11,4,6,-706,2022,LEHD LODES8 OD
2.40276E+11,5,10,-706,2022,LEHD LODES8 OD
2.40276E+11,8,10,-706,2022,LEHD LODES8 OD
2.40276E+11,1,460,-592,2022,LEHD LODES8 OD
2.40276E+11,2,78,-592,2022,LEHD LODES8 OD
2.40276E+11,3,16,-592,2022,LEHD LODES8 OD
2.40276E+11,4,12,-592,2022,LEHD LODES8 OD
2.40276E+11,5,22,-592,2022,LEHD LODES8 OD
2.40276E+11,6,4,-592,2022,LEHD LODES8 OD
2.40276E+11,1,396,-496,2022,LEHD LODES8 OD
2.40276E+11,2,34,-496,2022,LEHD LODES8 OD
2.40276E+11,3,26,-496,2022,LEHD LODES8 OD
2.40276E+11,4,20,-496,2022,LEHD LODES8 OD
2.40276E+11,5,8,-496,2022,LEHD LODES8 OD
2.40276E+11,7,0,-496,2022,LEHD LODES8 OD
2.40276E+11,8,12,-496,2022,LEHD LODES8 OD
2.40276E+11,1,226,-244,2022,LEHD LODES8 OD
2.40276E+11,2,18,-244,2022,LEHD LODES8 OD
2.40276E+11,3,0,-244,2022,LEHD LODES8 OD
2.40276E+11,4,0,-244,2022,LEHD LODES8 OD
2.40276E+11,1,191,-255,2022,LEHD LODES8 OD
2.40276E+11,2,36,-255,2022,LEHD LODES8 OD
2.40276E+11,3,26,-255,2022,LEHD LODES8 OD
2.40276E+11,4,2,-255,2022,LEHD LODES8 OD
2.40276E+11,5,0,-255,2022,LEHD LODES8 OD
2.40276E+11,1,504,-592,2022,LEHD LODES8 OD
2.40276E+11,2,55,-592,2022,LEHD LODES8 OD
2.40276E+11,3,23,-592,2022,LEHD LODES8 OD
2.40276E+11,4,6,-592,2022,LEHD LODES8 OD
2.40276E+11,5,4,-592,2022,LEHD LODES8 OD
2.40276E+11,6,0,-592,2022,LEHD LODES8 OD
2.40276E+11,1,427,-517,2022,LEHD LODES8 OD
2.40276E+11,2,49,-517,2022,LEHD LODES8 OD
2.40276E+11,3,14,-517,2022,LEHD LODES8 OD
2.40276E+11,4,8,-517,2022,LEHD LODES8 OD
2.40276E+11,5,7,-517,2022,LEHD LODES8 OD
2.40276E+11,7,12,-517,2022,LEHD LODES8 OD
2.40276E+11,1,642,-738,2022,LEHD LODES8 OD
2.40276E+11,2,72,-738,2022,LEHD LODES8 OD
2.40276E+11,3,10,-738,2022,LEHD LODES8 OD
2.40276E+11,4,8,-738,2022,LEHD LODES8 OD
2.40276E+11,6,2,-738,2022,LEHD LODES8 OD
2.40276E+11,8,4,-738,2022,LEHD LODES8 OD
2.40276E+11,1,450,-508,2022,LEHD LODES8 OD
2.40276E+11,2,40,-508,2022,LEHD LODES8 OD
2.40276E+11,3,18,-508,2022,LEHD LODES8 OD
2.40276E+11,4,0,-508,2022,LEHD LODES8 OD
2.40276E+11,7,0,-508,2022,LEHD LODES8 OD
2.40276E+11,1,538,-576,2022,LEHD LODES8 OD
2.40276E+11,2,32,-576,2022,LEHD LODES8 OD
2.40276E+11,3,6,-576,2022,LEHD LODES8 OD
2.40276E+11,4,0,-576,2022,LEHD LODES8 OD
2.40276E+11,6,0,-576,2022,LEHD LODES8 OD
2.40276E+11,1,728,-839,2022,LEHD LODES8 OD
2.40276E+11,2,91,-839,2022,LEHD LODES8 OD
2.40276E+11,3,18,-839,2022,LEHD LODES8 OD
